Topics,Helpers,Mentor,Question,text,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25
"STEM, JobSpecific ",,dandavis,What are the duties of a cryptologic linguist?,the do the duties of of a cripple Odjick linguist are then the full but the basic duty is to translate the target language into English but that may involve a lot of things part of it is collection %HESITATION sometimes the collection is %HESITATION voice %HESITATION that is radio telephone and then that requires the privilege of going was to understand the equipment that is working with and be able to select the proper %HESITATION channels and %HESITATION tune up the equipment so that he can receive the signal that he needs to receive and then understand which %HESITATION voice for the conversations should be recorded and then later translated and reported on so %HESITATION cryptologic linguist does some %HESITATION transcription of voice %HESITATION does some translation of written materials that are presented to him that come in by other means %HESITATION it's done some intelligence reporting that is sitting down and trying to analyze %HESITATION what the information really means and what it might be important and %HESITATION keeping track of very communication issues what channels are being used what frequency is being used when Christian methods being used to help out other members of his community,What does a linguist have to do?,What job does a linguist have?,Can you tell me more about the duties of a linguist?,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Opportunities",,dandavis,What are the other fields in cryptology?,it feels it could tell G. change as the fields in cryptology change as the years go on %HESITATION some of the fields that were quite common back when I was in cryptology have been transferred to other areas %HESITATION some of the fields have been %HESITATION kind of obviated because the change in technology %HESITATION for instance one of the largest areas that would strain when I was on active duty back in the sixties and seventies I was worse code %HESITATION because a lot of nations still use Morse code %HESITATION to transmit their official information back and forth so I think that's virtually been obviated these days and so but the people used to do more scope collection now spend more time doing other kinds of singles collection but that is a general group of group that does singles collection for communications then there's a group that collects analyzes identifies and the rights of the missions that are not communications oriented electronic warfare people %HESITATION they want to know what are the characteristics of any kind of machine within minutes or twenty %HESITATION waves and that that could be radars could be %HESITATION telemetry for rockets %HESITATION could be any number of %HESITATION other kinds of of emissions %HESITATION that allow you to identify and the platform and the source of those emissions and what that could tell you about what's going on the other side,What does cryptology have in the field?,Do you multiple sub fields in cryptology?,Can you tell me more about Cryptology?,Do you have a variety in cryptology?,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Culture",,dandavis,Where in the world are cryptologists stationed?,because of the nature of our work cryptologist could really do his job virtually anywhere in the world that he has a radio a set of earphones on a typewriter to type what he's getting yeah %HESITATION but the equipment is much more sophisticated than that most the time and sometimes a specialized to the particular target and sometimes have to be in fairly close proximity to the target as you know some radio waves travel around the world summer you waves are very short %HESITATION range and don't travel far at all so there virtually cryptologist around the world doing one thing and the other and sometimes their location is classified at a very high level because we don't want anybody to know we've got somebody where they are listing %HESITATION but you can count on there being a fairly large group logic group in any major US installation and %HESITATION a major US insulation overseas especially is probably going to have some people there with group,Where do Cryptologists live?,"Do cryptologists live in dark, undercover labs?",What can you tell about the location of work of cryptologists?,Where do people in your profession are stationed?,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Culture",,dandavis,What are their working conditions like?,fortunately the working conditions for cryptologist you're pretty good compared to a lot of people in the service %HESITATION because of the very sophisticated information that we're seeking and the very sophisticated gear that we used to collect that information it does really require the office like setting a requires air conditioning for instance when I was a continent right up on the DMZ in Vietnam %HESITATION we all live in bunkers all the time because we took rockets and mortars constantly %HESITATION but are the cripple IT bunker was the only bunker in the content astonishment that had its own air conditioner and we had the only %HESITATION generator that ran twenty four hours a day so we could keep the air conditioner going and the %HESITATION infantry people thought that was pretty good living fortunately they didn't have to come in our bunker because our bunker was hotter than blazes anyway because most air conditioning was of course not to protect us %HESITATION but to protect the very sincere electronic equipment that we were using at that time largely cryptologist working office like setting %HESITATION was surrounded by like trying to gear and there's kinds of analytic devices,What are the working conditions for a cryptologist like you?,Can you tell me more about the conditions you work in?,What can you tell me about the work conditions you have?,What are the work conditions that people in your profession work in?,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific",,dandavis,Are there civilian jobs that do the same things?,naturally the military are not the only people with intelligence goals in the United States so there are number of civilian agencies that have a cryptology component the most well known of course is the National Security Agency %HESITATION so there are a lot of civilians doing this kind of work but probably the majority of the collection and translation of linguistic activities of the National Security Agency are still performed by service members who are briefed and cleared to do this kind of work,Are there civilians that do cryptology and intelligence too?,Do you have civilians working on the same things as you in Navy do?,,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Opportunities",,dandavis,Does specializing in Cryptology open a desirable set of civilian jobs?,a person who specializes in cryptology has to get a very high level clearance %HESITATION generally call the special background investigation these clearances can cost from fifty to a hundred thousand dollars to perform because you have to send agents out across the country talking to relatives and prior employers and old friends and %HESITATION classmates from college in the light %HESITATION so the most valuable thing cryptologist typically get out of there experience in cryptology the military as they come out with a clearance highly desired by industry and government because of two reasons first is that a lot of the current tour because already been done an update is much cheaper than doing the whole thing from beginning so both industry and government save money if they can get somebody who's already cleared and the second thing is a lot of people spend all that money trying to get a clearance and then are denied their clients %HESITATION often for reasons that are have nothing to do with them it could be their parents moved around a lot and and the agents can't find where they used to live in can't find people talk to or something but a number reasons and so within that money is goes down a rat hole so speak if if the person can't get cleared if you're hiring or retaining somebody who's already been cleared then you have a pretty high confidence who get cleared the second time around as well,Are there special jobs that Cryptologists can get?,,,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Project",,dandavis,Have Cryptographic capabilities made a difference in history?,one of the great joys to me about working cryptology is you knew you were doing something useful you knew you saw the product on your desk every day that indicated that you were helping out getting to the goals of the country it's set out for you whatever those goals were and if you read history you will find out that people been doing this for a very very long time %HESITATION World War two was replete of issues that were decided pretty much because of cryptology the battle of midway in the Pacific is a famous one where the solution of the Japanese naval codes allowed the American carriers to literally ambush the Japanese characters sinking several of them and %HESITATION keeping in Japan for the use of the noble pilots and mechanics you can replace the ship but pilots mechanics take a lifetime to produce and they never could replace them of further sealing the doom of Japan in the Atlantic it was the solution of the German naval codes that allowed us to win the battle landed against the summary wolf packs,How does Cryptologists change the history of the navy?,,,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Opportunities",,dandavis,Are there good books on this topic?,if you like to read about a potential occupations I would recommend to really good books all in cryptology %HESITATION they're a little on the older side now don't go into some of the really new technology is being used but they're very good about the history of the feel and the first call the code breakers by time Cajun and the second is called the puzzle palace by brand fell and %HESITATION they're really excellent good reads of very exciting and will give you a good background as to what we're doing here,How can I learn more about Cryptology?,How can I read more about cryptology?,,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Culture",Navy,dandavis,Do other service people think well of Cryptologists?,one of the great joys of being in the service in my mind at least it is the joy of working with people being part of the team in feeling that their dear old giving everything you've got to get to a goal it's one of the things that is best about the service %HESITATION so having somebody think ill of you or not think well of the work you do in the service is kind of a Downer %HESITATION so when you talk about cryptology it's kind of a mixed bag %HESITATION to some degree cryptologist reviewed as all you you have it easy you know in Vietnam we had flush toilets and air conditioning and and the guys out in the field were run around it you know in terrible conditions and going to hell %HESITATION so it was all a little different for us than it was for them %HESITATION on the other hand as favorite storyline is one of my compatriots %HESITATION was a cryptologist and got assigned to work with the elementary and actually was out in the commentary with them and one day because the work he was doing in his test out the Bernese he was able to throw back to flap to his tent in the whole route everybody hit the dirt we got incoming and the other two people all scrambled and got in their foxholes got their heads down and about thirty seconds later here came the mortar rounds and he said after that he there were no more comments about how he didn't have to go on patrol and he had it easy and somebody else had to carry his radio form or something because they knew he was a guy could save their life %HESITATION but by and large cryptologist are regarded as one of the really intellectual groups in the %HESITATION military and are seeing that way by a number of people,Are cryptologists respected?,Is it good image wise to be a cryptologist?,,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Opportunities",,dandavis,Has your experience in the service enhanced you civilian career?,one of the things I can really guarantee you is if you go in the service and learn from your experience there I mean keep your mind open to what what does this teach me about maybe about other people about working with people about what I can do what I can't do you know whether my limits of what limits today I think I had that I really didn't have I think you come out of the service much better off I certainly feel like I've learned that %HESITATION from my experience in the service %HESITATION you you learn things that you just cannot imagine you're going to you're being able to do before you got into the service and you learn eight you gotta get over personal differences you gotta get over %HESITATION just you know take it and %HESITATION hold a grudge against somebody for instance you don't have time for that you're too busy doing your job to do that which got to do is take care of each other %HESITATION the one on each other never let your team down if you can possibly do it and I think that just comes across very well is certainly has for me later on as well as the community tends to recognize here's a guy who did well the service he's got something to offer,How has your work in the service changed your civilian life?,,,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Lifestyle",,dandavis,What was a typical day like at your civilian work?,I would have to say my typical day at my civilian job which is high performance computing research in the academia %HESITATION has largely evolved over the years but not too much %HESITATION generally have technical duties like and technical duties reviewing %HESITATION code on one project I have the GPL and I had a technical duties involving the %HESITATION purchase and installation of a large coprocessor in early a high performance computer and Martin Marietta of but a lot of the day gets taken up with meetings %HESITATION probably a quarter the date probably a quarter the day goes to sending a replying to emails and other communications %HESITATION probably a quarter of the day goes to working on technical issues and and organization and then perhaps maybe a quarter the day goes to writing and their that's something that %HESITATION has increased over my career now is the senior person I probably spend half to three quarters of my day doing writing of one kind or another writing reports writing valuations writing proposals %HESITATION writing visionary papers %HESITATION trying to get something going %HESITATION so one of things I think I'll tell you right now if you can the do anything in academia learn how to write and learn how to write.,What is a normal day like in civilian life?,,,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Opportunities",,dandavis,What would have made your job better?,I've been so fortunate in my life to enjoy the work I do both in the military in civilian life it's hard for me to think of anything that would have made my job better I think one of the things that would allow me to be more productive both in the military and in civilian life would have been to have the kind of leadership that would more clearly articulate where they wanted me to be and what they wanted me to do and then work with me on a plan as to how to get there and take some input from the %HESITATION so I think my job would have been better if I'd learned how to manage up better and my job performance really been a lot better if I could learn how to manage down better %HESITATION because both those things are necessary to improve your product in Europe,What part would you like to change about your job?,,,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Opportunities",,dandavis,Do you think there is a future in being in your particular civilian profession?,Mike civilian occupation the is in research administration in academia I also worked in %HESITATION industry doing the same sorts of things research in ministration and research and %HESITATION I'd work for awhile as an eternity %HESITATION I think all three of those jobs have the decent future %HESITATION none of them is particularly amenable to automation %HESITATION all of them %HESITATION have of wide vistas of of various into which you can go but let's stick with the technical work in academia %HESITATION I think the future there he is %HESITATION pretty wide open %HESITATION academics by large are wells situated if they're doing research in the field in academia that's really getting constraint is the tenure track three additional tenure track position tenure track positions are very expensive for the universities and so they're more more research professors and adjunct professors doing the teaching and fewer and fewer tenure track professors,Is your particular civilian profession worth it in the future?,,,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Decisions",,dandavis,Can you compare working in industry to working in academia?,I have worked for a number of organizations in my life in the military I practiced law in the small firm for awhile %HESITATION he I have worked for Martin Marietta I worked on the car real ale pikes peak during college %HESITATION in the sense that I've worked for several different universities Celtic USC and universal life I think the difference between most of the three this experiences academia's academia has a unique blend of could it be universal %HESITATION admiration the public has for academics the reasonable stability in the workforce %HESITATION even though on soft money you can you can worry a lot about where your next funding's coming from but I got to my career %HESITATION getting laid off in the X. reasonable and %HESITATION eight a more open as to who you are and who you want to be for instance when I publish papers I can just publish whereas when I worked for industry and for the military I had to get permission from very high levels through a huge rigmarole process before anybody would let me say anything %HESITATION but working for academia I sit down to write my papers and sign my name to a much sentiment and they're gone,What is it like working in academia versus in Industry?,What changes do you see between working in academia and Industry?,What kind of cultural differences did you see in working with Academia versus Industry?,,,,,,,,,,,,,,,,,,,,,,
"STEM, JobSpecific, Decisions",,dandavis,"If researchers have good ideas, why don't they just resign from their employer and start a business to develop and sell their ideas?",my experience in both industry and academia is a lot of people come up with a really unique idea yeah if we do this that will allow us to do that and they think well wow I could make some money with that that's a sellable ideas and so they quit either industry they're working for the quit academia and they go starter on business and some of them famously have gotten terribly terribly rich doing that just unimaginably rich and those the people you hear about all the time but my experience is been the vast majority of those people go away and then five to ten years later they're back they're back in their living in an apartment now and not their house anymore because they had to mortgage their house to try to keep your business going and it didn't go and they didn't quite make it so it turns out there's a skill set to running a business is a little different than a skill set to be the researcher and having some really good ideas that might be good ideas %HESITATION so people who go through life see that happened a lot of their friends and so one of them say if I have a good idea I'll try to sell it to somebody because I'm not a businessman I might not do a very good job of running my own business,Why don't people with good ideas go to startups?,Is working alone a good thing?,Self employment?,,,,,,,,,,,,,,,,,,,,,,
"Risk, Background",,dandavis,What were some of your fears entering college?,one of the biggest jumps in your life you'll make is the jump from high school to college and probably going to be one of the more %HESITATION impactful things on your way of living than almost anything else will happen to you with the possible exception of having children if you have any children which really does change the way you live %HESITATION so when I got ready to go to college I certainly was very concerned about %HESITATION how I would do with a right fit in whether it's fine friends will they find it %HESITATION one to do it the like I wasn't worried about the intellectual challenge pretty comfortable with that but was quite concerned about those other factors %HESITATION is it turned out my worrying about my own self discipline was a valid fear because my first two years of college were very negative and %HESITATION very poor performance %HESITATION so I was really had a good indication ahead of time that my own self knowledge of my lack of discipline %HESITATION would cause me trouble in college and did cause me trouble in college,What is the most fearful jump in your life?,How was the transition between high school and college?,,,,,,,,,,,,,,,,,,,,,,,
"Education, Growth/learning, Advice",Navy,dandavis,Should I go to college before or after serving?,their number of major life decisions %HESITATION you'll need to make it as you go along in coming out of high school one of the critical decisions is %HESITATION some people say I should go into the service in the be in the military for a couple years before I go to college some people say no go to college first then maybe you can get a commission in the military enjoy the military a lot better as a commissioned officer that is listed person but I think it really depends on the person you are I think you need to think very carefully about how mature you are how ready you are to take over your whole life and run things the way they should be run %HESITATION you may be looking forward to the freedom you'll have %HESITATION but you also need to consider the fact that if you are not a very disciplined person that freedom can get you a lot of trouble if you had one of those kinds of people you might think about doing some time in the military and so your wild oats there as you grow up and then go to college if on the other hand years a slam dunk nose to the grindstone I know where I'm going and I know what I what kind of person no reason not to go to college first and then considered military career after but it depends on the person so no yourself before you choose,Is going to college worth it?,What should I do out of high school?,,,,,,,,,,,,,,,,,,,,,,,
"Background, JobSpecific, Skills, Growth/Learning",,dandavis,What internships did you have? How did they prepare you?,well what I was in high school internships were not very of much available no one talked about going and begin entered someplace but almost everybody I knew worked to some degree or another %HESITATION specially during the summer and in my case I work part time all winter term as well so I work full winter and spring %HESITATION part time at a drug store and in the summer I worked a full time in the same drugstore and it's hard to tell whether that had a direct impact on my career but I think it did do quite a bit %HESITATION to expose me to a slice of life and I would not experienced otherwise him to help me understand what different people live in this world and how to get along with all of them and to do %HESITATION meaningful and productive work with almost everybody you meet,Are internships worth it?,Did internships prepare you for life?,,,,,,,,,,,,,,,,,,,,,,,
Background,,dandavis,Do you have any pets?,I currently live in the the apartment house in building that does not allow pets of any kind so I have no pets at this time but during my life I've owned two dogs of both schnauzers in many states both miniature schnauzers in this case and if I had the opportunity I would want to have another schnauzer I enjoy their intelligence and I enjoy working with their hard headedness %HESITATION that's part of the Germanic tradition %HESITATION I think it's important to have a pet like that they did a study of executives in the fortune five hundred companies and then did a multi variate analysis of what was in common with all of the and the one thing they found was in common with all of them is virtually all of them had owned a dog for which they were personally responsible when they were growing up so I would recommend having a dog and I would recommend if you have children and still have a dog and make him responsible for feeding and watering and walking at a,Do you have a dog or cat?,Are pets nice to have?,,,,,,,,,,,,,,,,,,,,,,,
"Advice, Mentor, Lifestyle, Military",,dandavis,Who first introduced you to the military lifestyle?,many people could remember when they first got some impression of what it was like to be in the military but I literally was more than to the military %HESITATION my father a game to commission in the US navy during World War two %HESITATION while %HESITATION I was still with my mother because she was pregnant with me and hadn't been delivered yet %HESITATION so my father got extension to his reporting or orders to stay around and next to a couple of weeks of for my arrival and virtually I write four weeks later so he had gone off to his duty in buffalo New York where as a US navy supply officer he was buying PT boat engines %HESITATION from a company in the end up also %HESITATION my mother and I'd like to %HESITATION brothers all joined him later on %HESITATION that summer instant the Russian war with him there in buffalo I have no memory of buffalo %HESITATION but as soon as I was old enough to have knowledge of what was going on I was aware that my father was still in the navy reserve and would periodically go off for duty and on occasion he would fly with us and take us to where he was doing his duty and we would kind of kill time around the navy reserve center while he was doing his duty so I had some exposure the military from the get go and I've always been an avid reader of military history so I've pretty much been steeped in the military from %HESITATION literally day one all the way through to today,How is the millitary lifestyle?,How did you first start out in the millitary lifestyle?,,,,,,,,,,,,,,,,,,,,,,,
"Advice, Mentor, Lifestyle, Military",,dandavis,What is something you wish you had known before choosing your career or major?,when you talk about picking your career or a major in school there are number of things that you need to consider and be very rational about %HESITATION but I think it's important not to get too obsessive about it because I've known many people in life who were absolutely certain what they're gonna do with their life and it turned out to be not at all but they wound up doing and they're very happy with where they wound up in the known people who wander through life just taking life as it came and they did pretty well too a but I think the most important thing about life is to know who you are and what you're good at because I think you can get into some real misery if you pick a profession that does not make good use of your skills as a profession the demands of you skills you don't have %HESITATION so I think %HESITATION I can't think of anything somebody should have told me other than I wish someone had told me early on in my career %HESITATION Sedona make a list of things you're good at and I think you're not good at and avoid all careers that require you to do things you're not good at and don't make good use of the things for which you are well suited,What is the most important thing to know about your major?,What did you know about your career?,,,,,,,,,,,,,,,,,,,,,,,
"Colleagues, Lifestyle",Navy,dandavis,How do you and your fellow sailors socialize outside of work?,one of the absolute best things about the military life and this is been true for the five thousand years of of recorded history is the camaraderie between people who have to fight in any kind of context %HESITATION the bunnies you get in the military the best buddies you'll ever have and all you have to do is go to a local newspaper look at reunions with guys getting together fifty years after they serve together in the military and while you're in the military that leads to a lot of socializing so in almost every setting with which I have been familiar %HESITATION there were things called clubs they were listed clubs or senior NCO clubs chief petty officer clubs commission officer clubs and all those clubs on either on bass and that's where you went right after you got off duty every day they have a couple beers with your friends and colleagues to discuss the problems of the day discuss the issues you had with very people in the unit and plan for the future and it was kind of a a nice informal way to get the sorts of things ironed out and on weekends are always parties there were parties at night there were parties on the beach I can still remember the wonderful wonderful times I had when I was in Pensacola well this is a list of man as an officer going out to this beautiful white sand beaches and bearing a %HESITATION trashcan full of ice and beer the say in and just spending the day having a good time drinking beer and talking about very these issues and just enjoying being together with your buddies %HESITATION so those socializing was the best in the world when we were in the service,How do you do things outside of work?,What happens outside of work with parties?,Do you have parties?,,,,,,,,,,,,,,,,,,,,,,
Miscellaneous,,dandavis,What's your favorite joke?,I have the version do %HESITATION picking out a favorite of anything %HESITATION so let me give you a little better background well one of the things that's very common in the military is %HESITATION telling stories to each other and sometimes they involve telling a jokes that some comedian is come up with one kind or another but more often than not they are a humorous look at some activity in which everybody's participate %HESITATION so you get very good at being a storyteller in the military %HESITATION and you're a lot of jokes and they're sometimes when you have a sitting around to a club with everybody chipping in to buy the the picture you'll have kind of a little contest and everybody will say okay we're gonna tell a marine joke everybody in the table telemarketing joke and the first guy who can't come up with a new brain joke as to buy the next picture is able to come up with something in her is of course they're all variants on pick your favorite ethnic group Joe and just substitute the marine in the in this case %HESITATION rather than other ethnic groups that you've had a joke about so you get this kind of nonsense is all in good humor and and good fun but my favorite kinds of jokes have always been the short sequence like prostate Achaeans and my favorite along that line probably because I'm a researcher is the old joke that if you steal ideas from one man that's called plagiarism but if you steal ideas from a whole group of people that's cold research,What is the best joke you've heard?,Are you a comedian?,,,,,,,,,,,,,,,,,,,,,,,
"Advice, Benefits, Military, Fit",,dandavis,Who is the military a good option for?,for the last five thousand years of recorded history %HESITATION virtually everyone at some time or another in their lives been called upon to defend their country their own their state %HESITATION their city whatever group they belong to and those people always bonded together in a way that is allowed them to get through these onerous times when people are injured or even killed %HESITATION in so virtually everyone has had some exposure to being required or being called to do time in the military I think we we are better equip these days to handle virtually everyone in the military that we were back in the days of the Greek city states for instance where if you were called to a war you got your shield your spear and you stood in line today there are very few people who are engaged in the actual task of fighting %HESITATION there's so much support work so much planning so much meat and so much training going on the only small number of people actually %HESITATION are at the pointy end of the spear as they say so there is really a place for virtually everyone in the military so they take a contrary in view on that there is a place for everybody even artist can be a photographer even a great writer can be in military journalists %HESITATION so there's a place even for people you don't think I was having particular military skills a but there is one group of people who probably shouldn't be in the military and there are those who are so anti social in so resistant to any kind of %HESITATION group those or just one that they just can't get along in the military and those people probably gonna have trouble with society but they certainly don't belong in the military,Is the millitary a good option?,How has fighting been the last 5000 years?,What kind of people are made for the military?,How would you say that someone  should join military?,,,,,,,,,,,,,,,,,,,,,
"Management, Military, Advice",,dandavis,How do I become an officer?,the military is broken into levels of command leadership and %HESITATION to some degree privilege and those go all the way through all the range so they're all kinds of officers for instance when you were first to list the first three pay grades are the for instance in the army of private private first class sorts of things %HESITATION in the ring for you should start out as a private in your private first class and lance corporal in the navy you started out as a seaman recruit the seaman apprentice seamen but beyond that and your petty officer in the navy or the non commissioned officer in the army so your %HESITATION petty officer third class chief petty officer in the army you might be a corporal or sergeant in the or a sergeant major finally when you get done then there's a group in between the non commissioned officers in the commission officers call warrant officers and they typically our technical experts who've gotten there weren't to be an officer so they can do their technical work that requires a high level of skill in some responsibility but not as much as commission officer %HESITATION in during the Vietnam War for instance of people who were trained as helicopter pilots usually remain warrant officers %HESITATION rather than commission officers who flew the larger craft so that's another group and then the group do you usually think of as officers like if you talk about officers you generally mean commissioned officers and their number ways to become a commissioned officer the most common we know no one is to go to one of the military academies about a quarter of the officers get their commission that way very very difficult very competitive get into that in the %HESITATION not usually available to see everybody but if you're really the smartest kid in your high school and the athletic champion your high school you might give it a shot and see if you can do it %HESITATION then there are other all through programs like the ROTC program that's available at most large universities %HESITATION where the military will pay you to go to a civilian school in the in trade for which you do %HESITATION drill one zero a week and take a one courses semester in military subjects and they that's pretty good way to get through school you can go to a pretty expensive school in the government will pay for it that gives you a commission as well %HESITATION then the next way is what's called officer candidate school if you've gone to college already and you have a technical degree or degrees it's useful for the military %HESITATION they can take you in as an enlisted man basically but since you lost your candidate school where you're treated as an officer and you go through and if you graduate you become an officer and then you can go on into the ranks as a commissioned officer %HESITATION the last weight is if you're really top notch enlisted person and you've got the degree on your own usually an advanced degree then you have a shot at a direct commission you can just ask the navy or the army or the airforce the marine corps should not be an officer and they should do the selection board if you're picked because you're not only smart but you've got a degree and you've shown command characteristics in the can commission %HESITATION destined to happen and that's another good way %HESITATION to get a commission but remember that a lot of it mostly people have very high level grease when I was in cryptology there are more chief petty officers with PhD said there were commissioned officers with PhD a lot more so there a lot of very educated %HESITATION chiefs for one reason or another didn't want to be or could be a monster one chief I knew had a physical problem that didn't washing out of being in the navy but would allow him to accept a commission so there are a lot of different ways to get it to be in office,How do I get into a position of power?,How can I get more powerful?,How can I become a respect officer in military?,How to achieve a high post in the military?,,,,,,,,,,,,,,,,,,,,,
"Advice, Resources",,dandavis,Where should I go to find more advice?,as your crew considering either %HESITATION you choice of career or a choice of majors in college %HESITATION it's important that you gain as much data as possible the the the best data you can get is if you know someone who you know to be insightful and who has practiced in your trade or or danger that you're looking at for a long period of time someone who can give you really good advice and even better if they can allow you to come to work with them more come into a classroom with them so you can see what the day to day practices like not just well this one fun thing happen to be once two years ago or something that doesn't do you any good what's it like every day and they can help you with that another way is to go to people who early living by giving this kind of advice yeah industrial psychologist you have human relations people from the industry in which you're interested you have job fairs you have military recruiters people of that ilk your counselor at high school might be able to help you look at different careers but then the last way to look at the sort of thing is go online %HESITATION the department of labor the US department labor has wonderful data on all kinds of careers what they are preparation needed whether there's a future for this career so go online and do as much research as you can because you can't have too much data but don't get obsessive about it because a lot of people very carefully planned a career find out done set and are happy doing something else one of people have a good career they love and then go on to a different group for any number of reasons love the next one to so you know just use your own abilities the best you can and don't worry about picking just the perfect great career for you just keep your head open and you're your eyes on the prize which is a rewarding and fulfilling career,Where can I find more advice?,How can I learn more?,Where can I find more information?,How to get more information about this field?,What would you recommend me to find more info?,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
