Tags,Helpers,Question,Answer,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
"Training, Military",Navy,What is boot camp like?,"Boot camp is the initial training that all military members go through. So you go to this place near the Chicago area and they put you in a division, it's about maybe thirty people or so. It's very very strict there. Everybody's in bunk beds and be teach you how to make your bed, but it's in a very special way. All the creases have to be aligned perfectly, all of the sheets have to be super clean and facing the same way. So it's not, when they teach you to make this bed, it's not the fact that they want you to make a bed this way, it's the fact that they're looking to make sure that you can follow directions. They give you a list of steps and they make sure that number one you don't talk back to them, number two that you do it at the time that it is supposed to be done, at six o'clock or at five o'clock in the morning, with you standing outside of your bed with it already been made. They make sure that there's nothing on the bed or inside the bed, or that it's all made the same way. So there's a lot that goes into making this bed. So I'm mentioning this bed part because everything about boot camp is the exact same way, from the books that you train on, to the knots that you're making, to the way that you do your drills. It's not that they're trying to teach you these things, they are but they're actually filtering out who has no problem with following directions and who needs a little bit more time to train in these things, and for some reason like let's say you come from a bad neighborhood, you don't like being talked to and yelled at, those are people that would have problems if they go out into the real service. So they take those people to the side, maybe they're in boot camp for a little bit longer or maybe they actually get kicked out of boot camp. But by the time you get done with your three months or four months of boot camp, you should have a good idea of what discipline is like, and how to follow directions from the simplest of tasks to the more complex tasks.",did your military training go well?,tell me about recruit training?,did you have to learn to march?,what is boot camp?,is boot camp hard?,,,,,
"STEM, Opportunities",,What are the different types of careers in computer science?,"Computer science is a really broad field so whether you like to work with your hands or whether you like to work with your mind, there's something for everybody. So for the people that like to get into the machine, you can do hardware, computer hardware, and that's when you open it up and you look at the motherboard, you check the voltage of it if you're going to be like fixing it. Or gonna try to figure out like how to design everything in a nice ten inch by eight inch little square you know, like so that it all fits. So how to put the USB in a certain spot. If you want to deal with the way that the computer looks, that could be like web design. There's this thing called Cascading Style Sheets where they make regular text like ""my name is Clint"" and you can make it like big, blue, bright, colorful and you know make it dancing all along the screen. So it doesn't take that much computer science knowledge to do web design, that's what's it's a really popular field for people who are just getting into computer science. Now if you're mathematically inclined then you can start thinking about the way that the letters dance on the screen, or the way that Marla jumps, or the way Marla being a video game character, or the way that an operating system like does the process that it's doing behind the scenes. So like let's say there's a little bit of math that goes into it, nothing too complex we're not dealing with calculus here but we are dealing with very, it's hard to describe, and when you think of computer scientist being smart then your thinking about programmers. Those are the ones who I'm talking about. Programmers are the ones who open up an application and they start typing inside and they tell the computer, computer listen to me can you please open this application and make this jump, and make this, when I press the enter key make sure that the program closes and another program opens, and this is the first word that shows up on the screen when I do this. So programmer are, they actually program the computer to work. Another thing is graphics, where this is the way that the light reflects from the computer. So you kind of think about the way that TV screens have looked throughout the ages. First they came in black and white, then they had a little bit of color, and then they had a lot more pizzazz and they're very very sharp now. TVs now, they look like real life people as opposed to like the blurry ones from before. So the people in graphics, they're the ones who constantly make sure that the programmers do the right code so that the computer knows how to do it really fast, and so that the light that reflects doesn't make the computer slow and that it looks really clear to the viewer. So those are several of the many computer science jobs that are available ranging from the really hardware based to the graphics to the programming to graphics, there are many more.",what are the subspecialties in CS?,are there different ways to do a computer science career?,what are the different paths you can take in a computer science career?,what can I do in the computer science field?,,,,,,
"Advice, Resources, STEM",,Who do I talk to if I'm interested in this computer science?,"If you're thinking about becoming a computer scientist yourself, I would have to say that the first thing you should do is probably look online to find out about what different types of jobs there are and what it is they do. With a little bit of experience, with a little bit of browsing around on Google, you can kinda get an idea about it. But it they don't really tell you exactly what they do, so the next person would be probably someone in the field obviously. If you can find a NASA computer scientist then go for it you know, but any university student who's your junior, senior level, they have your basic programming skills they have your basic idea of what computer theory involves. So just asking a couple questions you know, whether it's been hard for them, whether anybody with a with a normal high school degree can kinda do this work, whether the job that they're doing is really really complex. It ranges so they might not be the guide you the best, but they can give you an idea of like kind of where you fit in, and whether it's a career that you want to try yourself.",what are good sources of information in CS?,are there people to whom I should talk about this career path?,who should I avoid talking to when considering this kind of work?,who can I get advice about CS from?,,,,,,
"Military, Culture",Navy,What is dress attire in the Navy?,"Our uniform ranges a lot from clothes that you wear everyday like this, these are camouflage, this is a camouflage shirt that I'm wearing and matching pants and really hard, rock hard boots to make sure that you don't stub your toe. And you can go on up to your dress blues which is like when you're going to a very special occasion, maybe some kind of ceremony, that you need to look very presentable, you wouldn't work in your dress blues. So other uniforms that we wear, I wear khakis. Chiefs which is E7, E8, E9 and officers they've wear things call khakis, which is like a nice pressed uniform, it's brown with white instead of this blue, and matching pants. You can work in them but generally those are people that kind of oversee people working. The workers on the other hand they can wear these things called coveralls, which is it brings you back to your five year old days, which is like a one piece body suit. You can put one leg in, one leg in, put your arms in, then zip it all the way up and coveralls look like the things that people that change oil, their clothes, they wear. So if you think about someone changing your oil, he gets on that like sliding machine thing, then goes up under the car. That whole entire uniform is, that's what coveralls look like, and they're all blue, except they're for the Navy.",can you tell me when you wear which uniforms?,what do all the uniforms mean?,do you get different uniforms as you are promoted?,does the Navy buy all your uniforms?,do you always have to wear a uniform?,,,,,
"Military, Culture",Navy,To what extent does the military adhere to tight schedules both long term and daily?,"Since you're going to be in the military, you have to make sure that you're on time for things. So if you show up late, then people will look at you ""Hey you know come on time next time."" You show up late twice then you get scolded, come late three times then chances are you could be sitting in front of a chief having him and other chiefs like come down on you, and you do it four times then you probably get written up with the counseling check, which means that like I said ""Hey like I told this guy it's a cause for being fired from the military so make sure that you don't do it again."" So yeah if that's not  your deal you know, you show up whenever you want, then you should erase that from your vocabulary because the Navy's pretty tight with their schedules.",are you time constrained in what you do every day or across your entire career?,is there any slack built into your work day?,how important is time management in the Navy?,Is it okay to be late?,,,,,,
"Opportunities, Fit, Military",Navy,How can I request to work in a certain area or field?,"The field that you want to work in is specifically guided by how well you did on the test. So basically you rate. So it's very important to kind of, if you do want to work in a demanding field, to try to score as high as you can. If you don't get the job you want when you tried first tried, then before you join try to you know bump it up a little bit you know, to try to get that job. So once you're in the military, then there's gonna be a big range of jobs that you can do. You can work in the library, you can work you know with electrical components, at least for me as an Electrician's Mate I had a wide range of things that I could do. So if you're trying to ask which job I can do, which job can I apply for, a lot of it's kind of political. A lot of it's well you know like we've known him for a while, he's been on the ship for a long time so like he has a choice. Since you just come to the ship then like this is the only job that we have for you you know. You could be painting this deck or scrubbing this floor, right that's the job that we have for you. But if you've been in for a lot longer then you have a little bit of leeway in asking for jobs, and again you know within your rate, it depends on how high you score. So for instance there's going to be people who will be providing work to other people who are going to be writing it down, writing their job descriptions down and providing it. We need those people to be some of the brightest so if you don't have a good work history, then you might not be able to apply for for that job. So number one try to score as high as possible, and number two try to learn on the job as much as possible, and that's how you can get the best job that you want.",how likely is it that I will get to do what I want to do?,will the Navy assigned me to something I hate to do?,can I do another job if I don't like mine?,are jobs in the Navy permanent?,,,,,,
"Military, Training, Challenges",Navy,What was the most difficult part of your training?,"The most difficult part of training I gotta say, it's probably the material, at least for nuclear technology. I wasn't a very good student. I got good grades but it was really difficult for me to learn the material myself. Like for instance one of the things that we learned is what grounds are you know, and it took me so long to figure out what a ground is, like ground they say it's the earth you know. Like what do you mean by that? Eventually you find out that ground means that that's a plane of neutral electricity so that you can have high voltage and low voltage and ground means, and there is a way to learn it but it just took me a really long time to learn it because I wasn't really technical. So that's a really simple thing I learned that you know like I had to catch up on, but they're a lot more complex things you know, like when you learned about multiplexes, you're learning about the way that the voltage regulator really works on the inside you know. Those can be really difficult so it's a wrap your head around, but eventually with enough opening the pages and putting your eyes on it over and over and over, it become simple. Everything becomes simple with lots of practice.",what is the toughest thing to learn?,what was hard for you to master?,was there a time when you had trouble learning a new skill?,what did you struggle with when joining the military?,,,,,,
"STEM, Challenges",,What is the most difficult part of computer science?,"The most difficult part about learning what computer science is and getting into it is getting past the first block that you have, that I had thinking that it's difficult, thinking that computer science is something for other people. Think about, thinking that it's for smart people, for math people, or for people that got 4.0's in school you know. It's not you know, you have a wide range just like any other job out there, so once you get past that then you have to realize the book that you're reading maybe is written by computer scientists themselves you know. So there could be a time when you have to close the book and go you know prep yourself a little bit more you know, find some material online, find some easy to understand topics that can kind of prep you to go back to the more difficult book that you're reading in your hands. So yeah the material can be hard sometimes, the projects that we have can be you know really demanding, but with enough time you know, they say seven years you become an expert. Ten thousand hours you become an expert so you put in that time, then you will learn computer science.",which part of CS is the toughest to learn?,is there something about this career that is very hard to do?,what is the hardest thing about what you do?,is what you do hard?,,,,,,
"Military, Culture",Navy,How would you describe the work culture of the Navy?,"The Navy for me has just been one big university Greek life style, it's just a whole bunch of you know young kids getting together, drinking on the weekends, kind of partying on Sundays. Coming in you know like ready to work on Monday through Thursday but you know the weekend is theirs and even after the hour is done you know, even after the working time is done, they're still there's lots of video games going on, there's lots of card playing that that goes on you know during the work day. There looking at each other and making jokes you know doing you know a lot of like childish things all the time. So they keep it fun sometimes and just like with all young kids you know, like there's lots of arguments, lots of, they make enemies just like any other. It's basically high school all over again in some cases with more discipline for the things that require the discipline.",how do you view the way you and your buddies approach your jobs every day?,do your friends enjoy what they do?,is you job filled with pressure or characterized by cooperation and camaraderie?,are you close with other sailors or soldiers?,does the Navy have a specific culture?,,,,,
"Money, Military",,How does an officer's/non-officer's salary compare to civilian salaries?,"The salaries that the military people make, they kind of range in how they compare to what civilians make. So officers kind of make slightly less than their civilian counterparts. That is, an officer you can take any officer and put them in a civilian job and they'd probably be making about ten to twenty thousand dollars more in the civilian sector. However, there's a lot of job security that comes with being in the military. You're not going to get fired unless you like really messed up. Now that you're protecting our country and you're doing it in an efficient manner you know, you're doing it effectively. So there's a cost with that and the cost is our salary, so there is a saying that the military don't make that much, and it can be true in some cases. However if you do it with pride and you enjoy you work and you think about the excellent retirement benefits that they give you, you'll see that maybe by the end of your twenty years you know, you didn't make that much less, however you have a much more fulfilling career. For enlisted people, it could very very similar or even better than your civic counterparts, at least for nuclear technicians we made a lot less than our civilian counterparts.  In fact many people get out after six or eight years and then they start working and they could easily make double what they're making. That is they leave as a first class petty officer making about sixty five or seventy thousand dollars a year and then they can make double that working as Homer Simpson you know down at the nuclear power plant. Other things like maybe a cook or Boatsmen's Mate or let's say a weapons handler, they can find very very similar jobs out there so then they have the choice. Do I stay in the military that I've already put in like maybe six or seven years, or I do I become a civilian, maybe have to start all over, but start at a higher rate and higher job position than I would have if I would just join from high school. So many people in that position they probably stay in military because the retirements, and the amount of time they put in as far as their pride you know. All of that makes them stay in so.",will my pay be better or worse than that of a civilian?,what is the pay like outside the military?,will I make more or less than non-military people?,will I make more money if I join the military?,,,,,,
"Military, JobSpecific, Travel",Navy,How significant is there a chance of being deployed?,"Everyone in the military that is on a ship will be deployed at sometime. So our schedule is we do one and a half years on the shore, and then we do six months at sea. We do that twice and after that time, after that four year period, then you're scheduled to go work on a short command, and that should be anywhere from two to three years. So it depends on whether we're at war or not, whether the up tempo is really high or not, whether the ship that you're on has been out to sea a lot, but that's generally, the two year, the two year ship shore schedule is generally what it is.",how often do you go to sea?,will I get deployed?,how much will I be away from my family?,does everyone get deployed?,do I have to leave home if I am in the military?,,,,,
"Lifestyle, Military, Benefits",Navy,What things are there for me to do on a ship?,"When you're on your ship you have a lot of opportunities available to you. Now I won't lie, the bigger the ship you're on the more opportunities that are available. So you have a really small ship let's say a destroyer, that's not small but like the destroyer is I guess a ship that has maybe a couple thousand people on it. It's kind of like a high school you could say, the size of a high school. And there aren't that many things to do. I've never been on a destroyer but I just know from my experience with the aircraft carrier. It has to have less than what I had and at least for an aircraft carrier which has five thousand people usually. When we're on deployment we have, it goes up to eight thousand people when you add all the people that come in with airplanes, and the people that take care of the airplanes, and the extra officers and enlisted people. Eight thousand people is the size of a small city. So on an aircraft carrier we have our own post office, we have our own little recreation center. We have a couple of places for fitness, but in general it is a war craft vessel. Therefore there aren't that many, there are limited places that you can do, that you can have on the ship that cater to entertainment. So people find their own entertainment. So for me, my entertainment on the ship was I'd watch movies all the time. So everybody has their own little laptop or their DVD player, you can rent movies from the little recreation center that's there. They had bands in little hidden spots of the ship. So there would be drums and guitars and you know like even keyboards all hidden, but that did they make space and you know they play as loud as they want. Obviously the fitness centers are there, and you can see card playing all over the place. Whenever there is a rack, a living quarter, then there's this little table outside you know like three or four of them. With couches to watch TV to watch movies and to play cards right there, so that's how we spent our deployments.","if I am at sea, what can I do to relax?",is there free time to do stuff on a ship?,what kinds of break activity is there at sea?,Is a ship boring?,,,,,,
"Advice, Decisions, Military",Navy,Why should someone choose to be a part of the Navy?,"I chose to be a part of the navy yes because I wanted to further my career and have you know a good salary, all the benefits, but I also feel that you have to serve your country at sometime in your life. Now I know that sounds cliche, but that's the way that I feel. I came from a really military family. My uncle was in the military, my dad was in the military, my brother was in the military, and me too, and although yes I could of just been a civilian, like I was on that path. It felt like, at least for me in particular, it felt like something would've been missing from my life, something I can't be on my death bed and say that I never protected my country the way that I saw my family protect it. So it was a calling for me. Why would other people join the military especially if you don't have military people in your family, you have to think. Well first you have to trust your politicians. You'd have to think that they're going to war and they're defending America for good reason. So the wars that we fight we hope will bring stability to the world. You might see on TV that you know children are bloodied and people are you know like running for their lives, running from terrorism, running from lots of different things, you know you've seen the news. So if you wanna be a part of bringing that to an end, then military is one way that you can at least try. Also defending the nation, now we've been safe for a long time. Yes we had 9-11 and yes there are domestic terrorists but compared to other countries in the world, you might realize that America is a pretty safe place to live. When you're considering foreign powers trying to come in and influence us. So we have that strong military to thank for that. So if you want to be a part of that team you know, and have the stamp of veteran for your character for as long as you live then the Navy would be a good spot to start.",give me good reasons to enlist.,how is a Navy career rewarding?,what makes a career like yours worthwhile?,why should I join?,what is a good reason to join?,,,,,
"STEM, Decisions, Advice",,Why should someone choose to go into CS?,"When you think about your future career computer science could be one of the funnest things that you can do. I know for me I took some english classes in college and math classes and lots of other classes. And the one that I actually wanted to do homework for, the one that I finished the homework assignment and I wanted to keep working on it afterwards despite what the you know, despite my grade, despite you know like whether I did good on it or not, and despite whether I'd be graded on it or not, it was computer science. That's one of the only ones that affected me like that. If you want to maybe make your own business with your laptop based on things that are in your mind, things that you're coming up with on the fly, then computer science would be a good choice. If you want to be in the music industry and work on like different sounds and processes and, I guess computer science has a has a big deal with music as well and movies as well. My job for my major at University of Southern California is game development, and as it turns out, games are actually more, turn out more profit than movies nowadays. So if you like games, then computer science could be the way to go as well.",what is so good about computer science?,why are computers a good area?,what is the benefit of going into computer science?,why technology?,why STEM?,,,,,
"STEM, Impact, Future",,What are the long-term impacts of entering computer science or STEM fields?,"The impact that you can have as an engineer and particularly computer scientists are amazing. So when I was in the military I did a job and I noticed that whatever I did on January 1st wouldn't really be recognized on December 31st, it's because I'm doing the same job. That's fine for a lot of people, but for me I chose to try something different than the military job that I was doing because I wanted my job to be persistent. So this is what I mean. Right now I'm with the University of Southern California's Institute for Creative Technology making this video. This video could be seen by thousands, hundreds of thousands, hopefully millions of other Navy people. I could affect those lives. These are things that are going to be happening you know five years from now, ten years from now. So I can actually affect my world. Many engineering communities are like that. If you're making a robot right, if you make that robot on January 1st, hopefully December 31st you're shipping that robot, and that robot will go to Afghanistan and find a bomb you know. If you're an electrical technician, maybe you're making some kind of new component for a car and later on that car is gonna be faster because of the component you made. So for a lot of engineering jobs you work and then you create a component, you create a product, and then you can see that product in action, and that's one of the biggest benefits of being in a STEM field.","how will I make a difference?
",does STEM change the world?,what mark can I leave doing this work?,,,,,,,
"Colleagues, Lifestyle",,How do you and your work colleagues socialize outside of work?,"There's a lot of socialization that happens outside of the military for military members. This is what I mean. So you're with these guys from the morning until you know work ends at like four, five o'clock and you would think that hey you know what, in a civilian job you take off you know do my own thing. But it turns out that when these are your friends you know, these are the guys that you're joking around with, these are the guys that you've been on deployment with and you have to see them everyday. You become very much like family you know, very much like brothers and sisters. So as soon as work ends, these same guys are going to be going to the local bar and drinking and chatting and maybe then going to somebody's house and playing video games and stuff so it's very very close here.",is there a lot of friendships among your colleagues?,do you guys go drinking together?,do your work colleagues' and their families get together?,what is the social sphere like?,is work social and friendly?,do you like who you work with?,,,,
"Demographics, Military",Navy,What is the gender mix of your workplace?,"The gender mix is very male oriented, just like any engineering job. any engineering academic field, they sway over to to men. So the Navy's pretty good about that, the Air Force is the best I think, they're you know getting close to like sixty forty percent maybe even higher, male to female ratio. I think the Navy is a little bit lower it's from what I understand, maybe my aircraft carrier was one quarter female, at least that's kind of what I saw, and that's about what it was. But it could be lower, maybe twenty percent is probably what I'm guessing. The engineering field of the Navy is, on submarines depends you know which ones you're going on. If it's a fast attack submarine I think they just barely started just a couple years ago started allowing females on, and if you're on a ballistic submarine, which means they shoot nukes off, nuclear weapons off, then they don't have females on there at all.",how many guys and how many ladies at work?,is there a decent mix of men and women in the service?,are there many of both sexes where you have been assigned?,are any girls in the Navy?,,,,,,
"Demographics, Military",Navy,What are the ethnic percentages of your workplace?,"The Navy is pretty diverse. I think it also depends on which location you're in, because people tend to go back to where they come from. So let's say South Carolina which is very white then it probably has a higher percentage of white people there. In California, which is very very diverse, then you have a lot more of a diverse mix there you know so, but despite that wherever there's a military town, it's much more diverse than the outlying area by far so you don't really have to worry about being in a select group in the military, it's it's all over the place. So I think from what I saw, there's, percentages would probably go maybe five percent Filipino, maybe ten percent black, maybe fifty percent white, twenty percent Asian, and then the rest is a kind of mix. But like I said it really depends on what your rate is. For maybe the higher level rates, it tends to be mostly white and Asian, and it also depends on which city you live in, for there's people that want to come back to live around their family.",are people at work from all races?,is there any segregation by race?,what is the breakdown of race and national origin in the workplace?,Is your work racially diverse?,,,,,,
"Decisions, Military","Negative, Navy",Why do people leave this field or company?,"There are a lot of reasons that people leave the military. The military has a lot of great reasons to stay, the retirement benefits, the job security, serve the country. However, I think especially when people want to make a higher salary, and they find a good job outside and they want to just try to do something else, then that can be a good motivating factor. The military can be very dangerous, especially like for the people that send the planes off. If you do that you know every single year, month after month, day after day, then that could affect your hearing. You can be in many dangerous situations and some people just don't want to do that type of job anymore, that can be risky. Another reason that people leave the military is because they want to see their family grow. When you're on deployment that's a good six months that you don't see your daughter grow. You don't see your son grow, you're not with your wife, you're not with your husband. So after a few of those deployments, you kinda start to miss that, you actually want to see when your spouse has their kid you know. If your wife is pregnant you want to actually see it be born. And I know a lot of people who weren't there for that, so that's the third reason that I see a lot of people leave the military.",what makes people want to quit?,is there a reason that drives personnel to leave the service?,why do so many people leave the military?,what reasons are there to leave the Navy?,,,,,,
"STEM, Decisions",Negative,Why do people leave the CS/STEM field?,"I've been in CS ever since 2008 and it's 2016, so about eight years and I wouldn't say I'm really perfect at it. I think to be one of the, to make a high salary in computer science you have to be really good at it, that's hands down. If you're just kinda average then you'll make an average salary so, but having a really good job is on the top of every computer scientist's mind, but not everybody is so great at it. So me I'm in Japan, I'm studying a lot I open books and watch online tutorials to try to get to that point. If I don't get to that point, then maybe I would try to do something similar to computer science, but maybe not specifically on, there's web designing, there's Electrician's Mate, there are lots of jobs that like, for instance a director. Those could be jobs. So I think if other people, if other computer scientists are like me, then I guess they might become discouraged because the job that they're trying to do is difficult, and it's hard to learn those difficult things.",do people get tired of science?,is technology a field that keep people for a long time?,do people leave the STEM field?,what if I get bored with STEM?,,,,,,
"Lifestyle, Military, Advice",Navy,"How will my relationship with my friends or family members be affected if I join the Navy, and what advice should i give them?","I think that there will be two major things that anybody who knows you would kind of think about you after you join the military. Number one is they'll give you a lot of respect. They know what the military does you know, everybody knows like how the military you know fights these wars and if they're Americans then they probably have, they give a lot of credit for risking your life for them. Number two they will probably be scared. They'd be scared for your life, especially if you're going to go fight a war, and they'd be scared for your safety, because the military has a lot of dangerous places outside of war. So respect for you and fear for you. If you can kind of manage those two, then you can kind of convince them hey you know like the military could be the right choice, and as much as you want my safety, you have to realize like the job I'm trying to do is for everybody's benefit.",can my being in the Navy worry my family and friends?,how do I tell my family or parents that I am joining the military?,what should I tell my folks about the Navy?,will my relationships suffer from being in the Navy?,,,,,,
"Education, Benefits, Military",Navy,How do the educational benefits of the military work?,"Once you join the military then you're a part of a group that really wants you to succeed, especially educationally. So we have this thing called tuition assistance, it provides you $2,500 per month, actually $2,500 in one year to take any community college class that you want. We also have the Montgomery GI Bill, which was changed to the 9-11 educational benefit for people who have served and who get out of the military and want to continue on their, continue their education. You can use it while in the military but it's kind of a waste because they don't give you as much as people who get out actually get. There's also Ihis thing called CLEP (College-Level Examination Program) it's basically they allow you to take some courses that provide community college course credit, that's specifically for the military, and many of those CLEP courses are free. So you can actually like work towards your college degree with those CLEP courses for like while you're on deployment, which is when you're out fighting a war for six months, or when you're back home on shore during your off time. You can also like do some kind of online community college courses or you can take university courses. They provide lots of veterans benefits, maybe free benefits that you can take the class or a reduced price.",describe my chances of getting education in the Navy.,does the military pay for your college?,how can I pay for school and join the military?,how do I receive the military educational benefits?,,,,,,
"Growth/learning, Future",,What is the advancement potential in the field? What is a typical path?,"The advancement potential that you have when you're in the military really depends on the job that you have. So I'm an Electrician's Mate, nuclear trained. So at the end of six or eight years, many people actually leave the service, so because that happens there's a wide open range for people that want to keep progressing, because like the top is open, so that means that you know they train and then once they get to that point, because nobody  is ahead of them, then they get the rate. There's also lots of Electrician's Mates available, like jobs available. So if you're in a job that has only a few spots available, like let's say it's a very specific job for a specific ship, or a job that's really really nice, really comfortable and no one wants to leave, then that means that those higher positions are staying there, they don't retire after eight years or ten years, they stay until twenty. That means that that's gonna block. So it would be helpful for you to figure out which job you're getting and try to ask about the advancement potential early on so that you know that you're in a job that can promote easily and fast.",how do you get promoted?,can I impact how soon I get advanced?,how does advancement work?,is it common to be promoted?,,,,,,
"Skills, Future, Military",Navy,How will my experience transfer to civilian life after my Navy tour of duty?,"When you're transferring to civilian life, it really depends on what type of job you had when you were in the military service. So I was an Electrician's Mate, which means that the word electrician is a part of lots of jobs out there, so it shouldn't be too difficult to find a job that kind of fits my job on the ship. I was also a nuclear technician and obviously there are much fewer jobs out there for that, but they can be found. So every job in the military has a basic breakdown of all the things that they performed in very general categories. So some are more transferable than others. If you worked on nuclear weapons then chances are there aren't that many jobs for you. Comparatively there aren't that many jobs out there. However, if you're a cook let's say, then you know every city, every town, every shop, every place that that has shops for cooks has a job that you can apply for. So it really depends on the type of job that you get.",is this training useful in civilian life?,will this help me get a good job when I get out?,do employers like to hire veterans?,will my Navy skills transfer to civilian life?,,,,,,
"Military, Culture",Navy,What is a story that really shows what it is like being in the Navy?,"A story that really shows what it's like to be in the military, I have to say will be Oliver Stone's Full Metal Jacket. If you haven't watched it, go ahead and watch it because then you'll understand what boot camp is like, and the time that he had after the boot camp scene was during a war and it depends on when you're watching this whether you are in a war or not, but I think everything from the way that they talk to each other to the uniforms that they wear, to the jokes that they make, it's very very similar to how military people act. So you should watch that movie and then you'll have a much better idea about what the Navy is like.","tell me a good ""sea story"" that reveals the real Navy.",is there some tale that would help me understand the Navy life?,are there experiences you have had that exemplify a Navy career?,,,,,,,
"Military, Benefits",Navy,What do Navy reservists do and what benefits do they get?,"I'm in the military reserves, and it is exactly what the name says. It's a reserve, so we don't actively fight the wars. What we do is we, number one make sure that we are prepared to fight, and number two we train a lot to make sure that our mind is ready to fight. For me I was in the military for eight years, and then I got out joined the reserves. What that means is that the reserves call me at any time and they'll have somebody with eight years of active duty experience being able to fight. That means I know what a ship is, I know how to read the label plates to find out what I'm looking for, I know how to fix these pumps, and I know how to drive the ship, I know the valves to close when you're trying to shut off steam. So these are things that they don't have to teach me, as opposed to a civilian who has no experience, no training, and maybe that doesn't have the discipline to come and fight the war right away. So if we're going to fight a war, first people that go over are the active duty people. If you need more people then they call on me, the reservist people, a reserve person who stops his normal civilian job and becomes an active duty member for the amount of time that the Navy tells me to be. It could be anywhere from a few months to several years. After that time, then I'm supposed to come back to my civilian job, hopefully the civilian job is still there for me when I get back. If there's a huge war, then that's when we start calling the real civilians.",what are reservists?,what is a reserve career like?,do reservists get paid and do they get any benefits?,what are the reserves?,,,,,,
"Growth/learning, Skills, Military",Navy,What experience is necessary to become an officer?,"To become an officer you need two basic things. Number one you need a college degree time, that's a requirement. Number two you need to be able to present a good managerial style, people need to think that you can lead. Just because you have a degree doesn't mean that you have the authority or, doesn't mean that you have the presence of command to get people to follow you. So once you're going through the officer training program they either teach that to you or they don't allow you to join the military service. They would basically kick you out, so you need a college degree and you need to be able to supervise other people.",how can I become an officer?,what do you have to do to be eligible to become an officer?,do you have to have a college degree to get a commision?,do officers have special training?,,,,,,
"Management, Advice",,How do you get good feedback?,"With any job it's incredibly important to have a good source of feedback for the jobs that you do. If you're in a position where like you supervisor doesn't give you the the feedback that you need, he doesn't show you the right way to do things. What the Navy is really good for is having multiple resources to go to. So of course if you have one chief above you and you're an enlisted person and he's not listening to you, then what they say is that you can go above him. It's not generally expected that you do that, but it is possible you know. Everybody from the captain of the ship all the way down for the most part has an open door policy, which means that if something is on your mind you can come talk to them. Generally they like you to follow the hierarchy. So the first question that they are going to ask is ""did you ask the person underneath me?"" so beside you, if you have a problem with someone above you, you talk to the people to your left or right. Then you talk to the people, let's say it's a chief that you're complaining about, then you talk to another chief. And then, if neither of those listen, then maybe the senior chief or maybe the officer of the unit and onwards up. So if you have a problem your feedback, then there are lots of resources that you can go to.",can you tell me what to do if I get a chief or officer who is not helping me?,how will I know if I am doing a good job?,will others help me evaluate what I am doing right and what I need help with?,how can I make sure to get good feedback?,How do you handle supervisors who were unable or unwilling to give you feedback?,,,,,
"Decisions, Military",Navy,What are the most important decisions that you faced as a leader in your organization?,"Some of the most important decisions that I've faced have to do with morality I would say. So here's what I mean. The most important thing that you can do in the military is follow directions, but not everybody does that, unfortunately, and your tasks as a supervisor is to confront these things and take care of them appropriately. So this is what I mean. Let's say that there is somebody on the ship, coming onto the ship any he's drunk and he's not supposed to be drunk. What do you do? So you could either grab him by the collar and take him to the local Master at Arms this person in trouble right, and that's the right thing to do. Another right thing to do would be to chastise him, to handle it in house to make sure that he doesn't do it again to kind of supervise and mentor him, if you think that he's that type of person so you don't have to necessarily ruin his career. So basically it's a morality question, the type of personality that you have and how willing to stick to the books you are to make sure that you do the right thing. When it comes to things that are going on in the plants, things that are going on in the engineering field there's no morality involved. If that thing is leaking you don't think hey you know like should I fix it or not, it's not that big. No if it's leaking, if X then Y. But when you're dealing with people, people with personalities, people with emotions, people with families, you have to really take all of that into consideration and to determine the wise thing to do, not necessarily the thing that's written in the book.",tell me about tough choices you have had to make.,what kinds of command decisions have fallen into your lap?,"do you have to make critical decisions and, if so, what kinds?",what major decisions have you faced in the military?,,,,,,
